都道府県名,地方公共団体コード,施設コード,地方公共団体名,施設名称,年間処理量_t/年度,資源化量_資源化物回収_t/年度,資源化量_発生ガス回収_m3/年度,資源化量_生産量・搬出量の別,処理対象廃棄物_可燃ごみ,処理対象廃棄物_混合（未分別）ごみ,処理対象廃棄物_粗大ごみ,処理対象廃棄物_固形化燃料,処理対象廃棄物_その他,処理対象廃棄物_不燃ごみ,処理対象廃棄物_資源ごみ,処理対象廃棄物_ごみ処理残渣,処理対象廃棄物_し尿処理残渣,処理対象廃棄物_その他（具体的）,施設の種類,施設の種類_その他（具体的）,処理方式,炉型式,ごみ処理事業実施方式,施設全体の処理能力_t/日,炉数,使用開始年度,余熱利用の状況_場内温水,余熱利用の状況_場内蒸気,余熱利用の状況_発電（場内利用）,余熱利用の状況_場外温水,余熱利用の状況_場外蒸気,余熱利用の状況_発電（場外利用）,余熱利用の状況_その他,余熱利用の状況_無し,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,契約電力会社名_（受電）,契約電力会社名_（売電）,売電において活用している制度_ＦＩＴ,売電において活用している制度_ＲＰＳ,売電において活用している制度_その他,売電において活用している制度_その他_具体的な制度名,売電の配分割合の方法_経費に充当,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法_その他の計算方法,売電の配分割合の方法_基金に積立,売電の配分割合の方法_基金に積立_活用内容,売電の配分割合の方法_基金に積立_活用内容_その他の活用内容,売電の配分割合の方法_その他,売電の配分割合の方法_その他_具体的な方法,灰処理設備の有無_（焼却灰）_セメント固化,灰処理設備の有無_（焼却灰）_薬剤処理,灰処理設備の有無_（焼却灰）_溶融処理,灰処理設備の有無_（焼却灰）_その他,灰処理設備の有無_（焼却灰）_無し,灰処理設備の有無_（飛灰）_セメント固化,灰処理設備の有無_（飛灰）_薬剤処理,灰処理設備の有無_（飛灰）_溶融処理,灰処理設備の有無_（飛灰）_その他,灰処理設備の有無_（飛灰）_無し,運転管理体制,施設の改廃_新設（建設中）,施設の改廃_新設（新規稼働）,施設の改廃_能力変更,施設の改廃_休止,施設の改廃_廃止,施設の改廃_移管,産業廃棄物の搬入の有無,一般廃棄物の割合_％,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg,リユース・リペアの対象品目_合計_重量_t/年度,リユース・リペアの対象品目_合計_個数_個・台等,リユース・リペアの対象品目_家具_対象,リユース・リペアの対象品目_家具_重量_t/年度,リユース・リペアの対象品目_家具_個数_個・台等,リユース・リペアの対象品目_自転車_対象,リユース・リペアの対象品目_自転車_重量_t/年度,リユース・リペアの対象品目_自転車_個数_個・台等,リユース・リペアの対象品目_衣類_対象,リユース・リペアの対象品目_衣類_重量_t/年度,リユース・リペアの対象品目_衣類_個数_個・台等,リユース・リペアの対象品目_書籍_対象,リユース・リペアの対象品目_書籍_重量_t/年度,リユース・リペアの対象品目_書籍_個数_個・台等,リユース・リペアの対象品目_家電_対象,リユース・リペアの対象品目_家電_重量_t/年度,リユース・リペアの対象品目_家電_個数_個・台等,リユース・リペアの対象品目_傘_対象,リユース・リペアの対象品目_傘_重量_t/年度,リユース・リペアの対象品目_傘_個数_個・台等,リユース・リペアの対象品目_食器_対象,リユース・リペアの対象品目_食器_重量_t/年度,リユース・リペアの対象品目_食器_個数_個・台等,リユース・リペアの対象品目_おもちゃ_対象,リユース・リペアの対象品目_おもちゃ_重量_t/年度,リユース・リペアの対象品目_おもちゃ_個数_個・台等,リユース・リペアの対象品目_その他_対象,リユース・リペアの対象品目_その他_重量_t/年度,リユース・リペアの対象品目_その他_個数_個・台等,リユース・リペア機能・内容_修理,リユース・リペア機能・内容_展示,リユース・リペア機能・内容_販売,リユース・リペア機能・内容_譲渡,リユース・リペア機能・内容_機能なし
茨城県,08895,0810025,常総地方広域市町村圏事務組合,常総環境センターごみ焼却施設,55766,3330,,資源化物搬出量,○,,,,,,,○,,,ガス化溶融・改質,,回転式,全連続運転,DB+O（公設民営、長期包括運営委託）,258,3,2012,○,○,○,○,○,○,,,69946000,38534000,8804503,8208505,3000,13.5,22215,1844,,,,,,,,,,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,51.9,13.9,12.2,14.3,2.6,5.1,162,100,50.7,42,7.3,8860,6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08898,0810213,霞台厚生施設組合,霞台厚生施設組合クリーンセンター,54130,6247,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,215,2,2021,,,○,,,,,,,,,,4430,23.49,32533,,24601,377613874,18.7,9.35,8.78,7.4,東京電力エナジーパートナー株式会社,東京電力パワーグリット株式会社,○,,,,○,⑤その他,ごみ量割+人口割+均等割,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,50,24.98,8.25,7.28,3.13,6.36,136.33,100,39.5,52.7,7.8,8931,10355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08934,0810028,下妻地方広域事務組合,ごみ処理施設「クリーンポート・きぬ」,23706,0,,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,200,2,1997,○,,,○,,,,,25401600,16934400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,45.4,26.6,10.5,9.2,2.2,6.1,125,100,49.6,45.4,5,7328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08935,0810029,ひたちなか・東海広域事務組合,ひたちなか・東海クリーンセンター,56961,1326.23,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,220,2,2012,,,○,,,,,,,,,,4600,17.71,31434.99,0,19021.12,231896987,17,9.14,8.15,5.54,東京電力パワーグリット（株）,（株）タクマエナジー，（株）エネット，東電パワーグリット（株）,○,,,,○,③均等割+ごみ量割,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,45.91,26.48,15.56,6.11,1.21,4.73,93,100,38.19,54.83,6.98,9368,11212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09201,0910001,宇都宮市,クリーンパーク茂原焼却ごみ処理施設,23989.27,184.68,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,390,3,2000,○,,○,○,,○,,,22901026.5,,,,7500,16,10985.1,816.78,5618.568,69833079,17,,,,東京電力パワーグリッド,宇都宮ライトパワー㈱,,,○,一般競争入札,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,43.8,28.3,5.6,9.6,5.2,7.5,128,100,42.8,49.1,8.1,7900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09201,0910197,宇都宮市,宇都宮市クリーンセンター下田原,47792.32,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,190,2,2020,○,,○,,,○,,,47792.32,,,,3500,17.8,15836.079,0,9769.378,163678929,17,,,,東京電力パワーグリッド,ゼロワットパワー株式会社,,,○,一般競争入札,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,53.3,22.8,9.3,6.8,3.1,4.7,119,100,41.9,7.4,50.7,7885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09202,0910004,足利市,足利市南部クリーンセンター,46927,4444,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,300,3,1983,○,○,,○,,,,,143367739,20494830,143367739,20494830,,,,,,,,,,,東京電力パワーグリット株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,90,100,49.6,32.3,7.8,9.5,0.8,0,0,100,39.3,55.6,5.1,12588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09203,0910022,栃木市,とちぎクリーンプラザ,42846.22,2145.51,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,その他公設公営,237,2,2002,○,,○,,,○,,,37692,,11143024,,2500,15,14598,413,2035,23533051,19,9,8,6,東京電力エナジーパートナー㈱,東京電力エナジーパートナー㈱,○,,,,,,,,,,,,,,○,,,○,○,○,,,委託,,,,,,,無し,,100,49,34,6,11,0,0,97.9,100,47.7,47.8,4.5,7812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09204,0910005,佐野市,葛生清掃センター,9920,0,,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,79.5,2,1994,,,,,,,,○,,,,,,,,,,,,,,,日立造船株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,37.7,27.6,9.9,18.8,1.4,4.6,130,100,43.4,50.4,6.2,8400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09204,0910006,佐野市,佐野市みかもクリーンセンター,25090,819,,資源化物搬出量,○,,,,,,,○,,,ガス化溶融・改質,,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,128,2,2006,○,,○,○,,○,,,61447680,741260,93174236,8903504,1990,13.93,8465,565,776,10358980,18.7,15,13,7,日立造船株式会社,日立造船株式会社,○,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,58.9,32.5,3.7,2.1,0.2,2.6,158,100,43.4,52,4.6,8717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09205,0910007,鹿沼市,環境クリーンセンター(ごみ処理施設),24890,0,,,○,,,,○,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,88.5,2,1994,○,,○,,,,,,1510,,,,160,1.84,1050,,,,,,,,東京電力,,,,,,,,,,,,,,,○,,,,,○,,,,一部委託,,,,,,,有り,99.7,100,48.5,12.6,26.2,5.7,3.9,3.1,169,100,41.1,54.7,4.2,9280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09206,0910058,日光市,日光市クリーンセンター,27935,1457,,資源化物搬出量,○,,,,,,,,,,焼却,,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,135,2,2010,,,○,,,○,,,,,,,2000,12.95,8301,7794,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,42.9,22.6,6.4,16.1,4.5,7.5,157.8,100,51.5,40.5,8,6320,7115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09213,0910010,那須塩原市,那須塩原クリーンセンター,35406,6,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,140,2,2009,,,○,,,○,,,,,,,1990,16,13805,0,6049,76575165,19,9,8,6,東京電力エナジーパートナー株式会社,"東京電力エナジーパートナー株式会社,那須野ヶ原みらい電力株式会社",○,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,43.7,28.3,12.8,9,2.3,3.9,170.3,100,43.2,51.9,4.9,0,8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09361,0910011,壬生町,壬生町清掃センター焼却施設,10846,1081,,資源化物搬出量,○,,,,,,,○,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,70,2,1999,○,,,,,,,,2550,,2550,,,,,,,,,,,,伊藤忠エネクス,,,,,,,,,,,,,,,○,,,,,○,,,,委託,,,○,,,,無し,,100,48.8,28.3,12.5,7.5,0.7,2.2,127.5,100,51.9,44.6,3.5,7220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09806,0910012,那須地区広域行政事務組合,広域クリーンセンター大田原,28894,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,120,2,2002,○,○,○,,,,,,1800000,,90000,,1400,11.9,6104,,2154,27565570,18.7,8.55,6.92,5.09,東京電力エナジーパートナー株式会社,"東京電力パワーグリッド株式会社,東京電力エナジーパートナー株式会社",○,,,,○,③均等割+ごみ量割,,,,,,,,○,,,,○,○,,,,委託,,,,,,,無し,,100,48.3,28.7,9.8,7.5,1.9,3.8,203,100,44.1,50.5,5.4,8405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09833,0910015,芳賀地区広域行政事務組合,芳賀地区エコステーション,31250,1599,,資源化物搬出量,○,,,,,,,○,○,,焼却,,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,143,2,2014,,,○,,,,,,,,,,1970,15.3,12636.09,0,4450.53,55752776,18.7,9.41,7.61,5.6,東京電力エナジーパートナー株式会社,東京電力エナジーパートナー株式会社,○,,,,○,①ごみ量割,,,,,,,,,○,,,,○,,,,委託,,,,,,,有り,99,100,52.5,31.4,7.1,7.5,1.5,0,101.3,100,38.9,55.7,5.4,9568,21139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09841,0910016,南那須地区広域行政事務組合,保健衛生センター,9897,0,,,○,,,,,,,○,,,焼却,,流動床式,准連続運転,DB（公設公営、直営）,55,2,1990,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,51.5,27.3,13.1,7.5,0.4,0.2,153.25,100,48,47,5,8825,7623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09850,0910181,塩谷広域行政組合,エコパークしおや,27806,599.62,0,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,114,2,2019,,,○,,,,,,,,,,1530,16.51,8903.95,1705.054,2352.015,30032128,19,9,7,5,東京電力エナジーパートナー㈱,東京電力エナジーパートナー㈱，東京電力パワーグリッド㈱,○,,,,,,,,,,○,決算額のうち当初予算計上額については、経費に充当し、充当後の負担金については、ごみ量割としている。当初予算計上額を超過した分については、基金に積み立てており、適宜運用する。,,○,,,,,○,,,,委託,,,,,,,無し,,100,50.3,27,11.6,10.4,0.5,0.2,164.4,100,46.8,47.6,5.6,0,8975,2,132,○,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,
栃木県,09852,0910018,小山広域保健衛生組合,小山広域保健衛生組合中央清掃センター160t焼却施設,35228,2803,,資源化物搬出量,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,160,2,1986,,,,,,,,○,,,,,,,,,,,,,,,荏原環境プラント㈱,,,,,,,,,,,,,,,,,,○,,,,○,,委託,,,,,,,無し,,100,48.4,26,13.5,7.6,1.1,3.4,95,100,38.6,56.2,5.2,9625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
栃木県,09852,0910049,小山広域保健衛生組合,小山広域保健衛生組合中央清掃センター70t焼却施設,20408,1751,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,70,1,2016,○,,○,,,○,,,0,0,0,0,1300,12.02,7520,3374,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,○,,委託,,,,,,,無し,,100,44.9,29.6,13.8,5.8,1.7,4.2,137.5,100,43.7,50.6,5.7,8417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10201,1010001,前橋市,前橋市亀泉清掃工場,0,0,0,,○,,,,○,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,25,1,1977,,,,,,,,○,,,,,,,,,,,,,,,東京電力エナジーパートナー㈱,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10201,1010003,前橋市,前橋市六供清掃工場,88053,1928,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,405,3,1991,○,○,○,○,,○,,,105725760,84672000,,,2400,10.1,18904,0,10424,88606023,8.5,,,,アーバンエナジー㈱,アーバンエナジー㈱,,○,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,45.4,28.2,12.7,9.8,1.3,2.6,123,100,38.9,57.4,3.7,9828,11668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10201,1010002,前橋市,前橋市大胡クリーンセンター,0,0,0,,○,,○,,○,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,108,2,1990,,,,,,,,○,,,,,,,,,,,,,,,東京電力エナジーパートナー㈱,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10202,1010005,高崎市,高浜クリーンセンター,98017,0,,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,450,3,1988,○,○,,○,○,,,,1016753,961623,666290,623357,,,,,,,,,,,東京電力エナジーパートナー,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,48,24.1,5.8,12.4,2,7.7,130,100,57.1,38.9,4,8954,8960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10202,1010004,高崎市,吉井クリーンセンター,6521,0,,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,30,2,1992,○,,,○,,,,,2399,2399,2399,2399,,,,,,,,,,,東京電力エナジーパートナー,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,43.2,18.6,6.7,16.7,2.8,12,204.8,100,59.1,36.1,4.8,5325,5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10203,1010006,桐生市,桐生市清掃センターごみ焼却施設,72948.461,204.35,0,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,450,3,1996,○,,○,○,,○,,,184776905,165012120,16974353,15158680,4660,16.8,32241.562,2970.38,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,47.7,27,14,6,1.4,3.9,0,100,40.6,54.8,4.6,9288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10204,1010007,伊勢崎市,伊勢崎市清掃リサイクルセンター21,58648,171,,資源化物搬出量,○,,○,,,,,,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,210,3,2000,○,○,○,,,,,,0,0,0,0,2700,11.7,19156,0,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,,委託,,,,,,,無し,,100,49.8,24,6.6,16.6,1.5,1.5,101,100,43.6,51.1,5.3,0,10100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10205,1010010,太田市,太田市清掃センター第4号焼却炉,0,0,0,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,170,2,1992,○,,,○,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,○,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10205,1010009,太田市,太田市清掃センター第3号焼却炉,0,0,0,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,150,1,1979,○,,,○,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,○,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10209,1010012,藤岡市,藤岡市清掃センター,22759,2476,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,120,2,1985,○,,,○,,,,,1050,1050,1050,1050,,,,,,,,,,,東京電力パワーグリッド株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,40.5,22.6,22.3,7.9,3.1,3.6,146,100,40.6,52.9,6.5,8953,0,0,380,,,,,,,○,0,380,,,,,,,,,,,,,,,,,,,,○,○,,
群馬県,10210,1010013,富岡市,富岡市清掃センター,15698,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,112.5,2,1992,○,,,○,,,,,670,670,670,670,,,,,,,,,,,東京電力(株),,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,48.05,24.75,7.225,17.65,0.375,1.95,232,100,50.6,45.6,3.8,7350,9366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10211,1010014,安中市,碓氷川クリーンセンターごみ処理施設,17686,55,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,135,2,1998,○,,,○,,,,,11289600,9031680,7197120,4306176,,,,,,,,,,,東京電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,49,29.5,11.9,4.8,1.4,3.4,159.5,100,41.7,53.3,5,11151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10426,1010015,草津町,草津町クリーンセンター,3800,0,0,資源化物搬出量,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,40,2,1991,○,,,○,,,,,0,0,0,0,,,,,,,,,,,東京電力パワーグリッド(株),,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,44.9,17.4,6.3,26.5,1.6,3.3,277.75,100,54.2,40.8,5,6320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10449,1010016,みなかみ町,奥利根アメニティパーク固形燃料利用施設,0,0,,,,,,○,,,,,,,焼却,,ストーカ式（可動）,准連続運転,,20,1,1998,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,委託,,,,○,,,無し,,100,54.3,26.8,1.5,13.5,0.5,3.4,140,100,35.5,57.8,6.7,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10464,1010017,玉村町,玉村町クリーンセンター,10893,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,90,2,1990,○,,,○,,,,,92785000,26400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,○,,,,委託,,,,,,,無し,,100,55.4,19.2,8.2,11.3,2.7,3.2,146,100,45.5,48.4,6.1,7972,8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10838,1010018,甘楽西部環境衛生施設組合,甘楽西部環境衛生施設組合清掃センター,1934,156,,資源化物搬出量,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,15,2,1986,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,38.3,32.5,6,19.1,2.7,1.4,154,100,40.5,51.3,8.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10839,1010036,館林衛生施設組合,たてばやしクリーンセンター,24678,0,,,○,,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,100,2,2017,○,,,○,,,,,56556037,27594000,56556037,27594000,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,○,○,,,,委託,,,,,,,無し,,100,44.52,24.93,13.98,9.65,1.98,4.94,108,100,42.2,53.7,4.1,9083,9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10840,1010019,吾妻東部衛生施設組合,吾妻東部衛生センターごみ処理施設,10648,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,50,2,1990,,,,,,,,○,,,,,,,,,,,,,,,(株)中之条パワー,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,23.8,16.8,5.1,53.2,0.4,0.7,213.5,100,55.3,5.6,39.1,5975,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10870,1010020,西吾妻環境衛生施設組合,西吾妻環境衛生センタ-,5720,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、一部運転委託）,40,2,1991,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,41.8,40.7,0.4,16.6,0.3,0.2,170,100,32.1,55,12.9,9550,10775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10873,1010021,渋川地区広域市町村圏振興整備組合,渋川地区広域圏清掃センター,37882,0,0,,○,,,,○,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,232.5,2,1993,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,52.4,26,8.9,6.6,2.3,3.8,99,100,36.1,56.9,7,0,11618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10875,1010022,沼田市外二箇村清掃施設組合,清掃工場,15652,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,120,2,1973,○,,,○,,,,,3216000,964800,0,0,,,,,,,,,,,東京電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,46.3,26.3,5.7,19.6,0.7,1.4,95,100,42.5,50.9,6.6,8525,9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
群馬県,10892,1010024,利根東部衛生施設組合,尾瀬クリーンセンター,3317,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,,30,2,1999,○,,,,,,,,11,,,,,,,,,,,,,,東京電力エナジーパートナー,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,43,33,10,11,1,2,161,100,45,51,4,8463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
